Year,Ethnicity,Sex,Cause of Death,Count
2011,HISPANIC,FEMALE,"NEPHRITIS, NEPHROTIC SYNDROME AND NEPHROSIS",42
2011,HISPANIC,FEMALE,PARKINSONS DISEASE,16
2011,HISPANIC,FEMALE,"PREGNANCY, CHILDBIRTH AND THE PUERPERIUM",12
2011,HISPANIC,FEMALE,PSYCH. SUBSTANCE USE & ACCIDENTAL DRUG POISONING,56
2011,HISPANIC,FEMALE,SEPTICEMIA,42
2011,HISPANIC,FEMALE,SHORT GESTATION/LBW,16
2011,HISPANIC,FEMALE,VIRAL HEPATITIS,39
2011,HISPANIC,MALE,ACCIDENTS EXCEPT DRUG POISONING,180
2011,HISPANIC,MALE,ALZHEIMERS DISEASE,38
2011,HISPANIC,MALE,ANEMIAS,10
2011,HISPANIC,MALE,AORTIC ANEURYSM AND DISSECTION,20
2011,HISPANIC,MALE,ASSAULT (HOMICIDE),115
2011,HISPANIC,MALE,BENIGN AND UNCERTAIN NEOPLASMS,18
2011,HISPANIC,MALE,CEREBROVASCULAR DISEASE,147
2011,HISPANIC,MALE,CHRONIC LIVER DISEASE AND CIRRHOSIS,167
2011,HISPANIC,MALE,CHRONIC LOWER RESPIRATORY DISEASES,124
2011,HISPANIC,MALE,"CONGENITAL MALFORMATIONS,DEFORMATIONS",37
2011,HISPANIC,MALE,DIABETES MELLITUS,200
2011,HISPANIC,MALE,DISEASES OF HEART,1201
2011,HISPANIC,MALE,ESSENTIAL HYPERTENSION AND RENAL DISEASES,69
2011,HISPANIC,MALE,HUMAN IMMUNODEFICIENCY VIRUS DISEASE,162
2011,HISPANIC,MALE,INFLUENZA AND PNEUMONIA,209
2011,HISPANIC,MALE,INTENTIONAL SELF-HARM (SUICIDE),93
2011,HISPANIC,MALE,MALIGNANT NEOPLASMS,1144
2011,HISPANIC,MALE,MENTAL DISORDERS DUE TO USE OF ALCOHOL,48
2011,HISPANIC,MALE,"NEPHRITIS, NEPHROTIC SYNDROME AND NEPHROSIS",44
2011,HISPANIC,MALE,PARKINSONS DISEASE,21
2011,HISPANIC,MALE,PEPTIC ULCER,9
2011,HISPANIC,MALE,PSYCH. SUBSTANCE USE & ACCIDENTAL DRUG POISONING,145
2011,HISPANIC,MALE,SEPTICEMIA,40
2011,HISPANIC,MALE,SHORT GESTATION/LBW,12
2011,HISPANIC,MALE,VIRAL HEPATITIS,105
2011,NON-HISPANIC BLACK,FEMALE,ACCIDENTS EXCEPT DRUG POISONING,76
2011,NON-HISPANIC BLACK,FEMALE,ALZHEIMERS DISEASE,90
2011,NON-HISPANIC BLACK,FEMALE,ANEMIAS,13
2011,NON-HISPANIC BLACK,FEMALE,AORTIC ANEURYSM AND DISSECTION,19
2011,NON-HISPANIC BLACK,FEMALE,ASSAULT (HOMICIDE),52
2011,NON-HISPANIC BLACK,FEMALE,ATHEROSCLEROSIS,20
2011,NON-HISPANIC BLACK,FEMALE,BENIGN AND UNCERTAIN NEOPLASMS,41
2011,NON-HISPANIC BLACK,FEMALE,CARDIOVASCULAR DISORDERS IN PERINATAL PERIOD,16
2011,NON-HISPANIC BLACK,FEMALE,CEREBROVASCULAR DISEASE,281
2011,NON-HISPANIC BLACK,FEMALE,CHRONIC LIVER DISEASE AND CIRRHOSIS,39
2011,NON-HISPANIC BLACK,FEMALE,CHRONIC LOWER RESPIRATORY DISEASES,221
2011,NON-HISPANIC BLACK,FEMALE,"CONGENITAL MALFORMATIONS,DEFORMATIONS",29
2011,NON-HISPANIC BLACK,FEMALE,DIABETES MELLITUS,410
2011,NON-HISPANIC BLACK,FEMALE,DISEASES OF HEART,2243
2011,NON-HISPANIC BLACK,FEMALE,ESSENTIAL HYPERTENSION AND RENAL DISEASES,225
2011,NON-HISPANIC BLACK,FEMALE,HUMAN IMMUNODEFICIENCY VIRUS DISEASE,144
2011,NON-HISPANIC BLACK,FEMALE,INFLUENZA AND PNEUMONIA,273
2011,NON-HISPANIC BLACK,FEMALE,MALIGNANT NEOPLASMS,1918
2011,NON-HISPANIC BLACK,FEMALE,MENTAL DISORDERS DUE TO USE OF ALCOHOL,17
2011,NON-HISPANIC BLACK,FEMALE,"NEPHRITIS, NEPHROTIC SYNDROME AND NEPHROSIS",83
2011,NON-HISPANIC BLACK,FEMALE,PEPTIC ULCER,22
2011,NON-HISPANIC BLACK,FEMALE,"PREGNANCY, CHILDBIRTH AND THE PUERPERIUM",13
2011,NON-HISPANIC BLACK,FEMALE,PSYCH. SUBSTANCE USE & ACCIDENTAL DRUG POISONING,65
2011,NON-HISPANIC BLACK,FEMALE,SEPTICEMIA,52
2011,NON-HISPANIC BLACK,FEMALE,SHORT GESTATION/LBW,27
2011,NON-HISPANIC BLACK,FEMALE,VIRAL HEPATITIS,33
2011,NON-HISPANIC BLACK,MALE,ACCIDENTS EXCEPT DRUG POISONING,133
2011,NON-HISPANIC BLACK,MALE,ALZHEIMERS DISEASE,39
2011,NON-HISPANIC BLACK,MALE,ANEMIAS,24
2011,NON-HISPANIC BLACK,MALE,AORTIC ANEURYSM AND DISSECTION,29
2011,NON-HISPANIC BLACK,MALE,ASSAULT (HOMICIDE),266
2011,NON-HISPANIC BLACK,MALE,ATHEROSCLEROSIS,15
2011,NON-HISPANIC BLACK,MALE,BENIGN AND UNCERTAIN NEOPLASMS,16
2011,NON-HISPANIC BLACK,MALE,CEREBROVASCULAR DISEASE,200
2011,NON-HISPANIC BLACK,MALE,CHRONIC LIVER DISEASE AND CIRRHOSIS,66
2011,NON-HISPANIC BLACK,MALE,CHRONIC LOWER RESPIRATORY DISEASES,200
2011,NON-HISPANIC BLACK,MALE,"CONGENITAL MALFORMATIONS,DEFORMATIONS",31
2011,NON-HISPANIC BLACK,MALE,DIABETES MELLITUS,307
2011,NON-HISPANIC BLACK,MALE,DISEASES OF HEART,1840
2011,NON-HISPANIC BLACK,MALE,ESSENTIAL HYPERTENSION AND RENAL DISEASES,154
2011,NON-HISPANIC BLACK,MALE,HUMAN IMMUNODEFICIENCY VIRUS DISEASE,277
2011,NON-HISPANIC BLACK,MALE,INFLUENZA AND PNEUMONIA,243
2011,NON-HISPANIC BLACK,MALE,INTENTIONAL SELF-HARM (SUICIDE),53
2011,NON-HISPANIC BLACK,MALE,MALIGNANT NEOPLASMS,1590
2011,NON-HISPANIC BLACK,MALE,MENTAL DISORDERS DUE TO USE OF ALCOHOL,45
2011,NON-HISPANIC BLACK,MALE,"NEPHRITIS, NEPHROTIC SYNDROME AND NEPHROSIS",76
2011,NON-HISPANIC BLACK,MALE,PEPTIC ULCER,18
2011,NON-HISPANIC BLACK,MALE,PSYCH. SUBSTANCE USE & ACCIDENTAL DRUG POISONING,135
2011,NON-HISPANIC BLACK,MALE,SEPTICEMIA,54
2011,NON-HISPANIC BLACK,MALE,SHORT GESTATION/LBW,17
2011,NON-HISPANIC BLACK,MALE,VIRAL HEPATITIS,56
2011,NON-HISPANIC WHITE,FEMALE,ACCIDENTS EXCEPT DRUG POISONING,184
2011,NON-HISPANIC WHITE,FEMALE,ALZHEIMERS DISEASE,231
2011,NON-HISPANIC WHITE,FEMALE,ANEMIAS,15
2011,NON-HISPANIC WHITE,FEMALE,AORTIC ANEURYSM AND DISSECTION,27
2011,NON-HISPANIC WHITE,FEMALE,ASSAULT (HOMICIDE),20
2011,NON-HISPANIC WHITE,FEMALE,ATHEROSCLEROSIS,58
2011,NON-HISPANIC WHITE,FEMALE,BENIGN AND UNCERTAIN NEOPLASMS,73
2011,NON-HISPANIC WHITE,FEMALE,CEREBROVASCULAR DISEASE,466
2011,NON-HISPANIC WHITE,FEMALE,CHOLELITHIASIS AND DISORDERS OF GALLBLADDER,15
2011,NON-HISPANIC WHITE,FEMALE,CHRONIC LIVER DISEASE AND CIRRHOSIS,79
2011,NON-HISPANIC WHITE,FEMALE,CHRONIC LOWER RESPIRATORY DISEASES,510
2011,NON-HISPANIC WHITE,FEMALE,"CONGENITAL MALFORMATIONS,DEFORMATIONS",39
2011,NON-HISPANIC WHITE,FEMALE,DIABETES MELLITUS,253
2011,NON-HISPANIC WHITE,FEMALE,DISEASES OF HEART,5016
2011,NON-HISPANIC WHITE,FEMALE,ESSENTIAL HYPERTENSION AND RENAL DISEASES,199
2011,NON-HISPANIC WHITE,FEMALE,HUMAN IMMUNODEFICIENCY VIRUS DISEASE,19
2011,NON-HISPANIC WHITE,FEMALE,INFLUENZA AND PNEUMONIA,696
2011,NON-HISPANIC WHITE,FEMALE,INTENTIONAL SELF-HARM (SUICIDE),68
2011,NON-HISPANIC WHITE,FEMALE,MALIGNANT NEOPLASMS,3373
2011,NON-HISPANIC WHITE,FEMALE,MENTAL DISORDERS DUE TO USE OF ALCOHOL,19
2011,NON-HISPANIC WHITE,FEMALE,"NEPHRITIS, NEPHROTIC SYNDROME AND NEPHROSIS",76
2011,NON-HISPANIC WHITE,FEMALE,PARKINSONS DISEASE,55
2011,NON-HISPANIC WHITE,FEMALE,PEPTIC ULCER,24
2011,NON-HISPANIC WHITE,FEMALE,PSYCH. SUBSTANCE USE & ACCIDENTAL DRUG POISONING,88
2011,NON-HISPANIC WHITE,FEMALE,SEPTICEMIA,86
2011,NON-HISPANIC WHITE,FEMALE,VIRAL HEPATITIS,32
2011,NON-HISPANIC WHITE,MALE,ACCIDENTS EXCEPT DRUG POISONING,272
2011,NON-HISPANIC WHITE,MALE,ALZHEIMERS DISEASE,89
2011,NON-HISPANIC WHITE,MALE,AORTIC ANEURYSM AND DISSECTION,44
2011,NON-HISPANIC WHITE,MALE,ASSAULT (HOMICIDE),33
2011,NON-HISPANIC WHITE,MALE,ATHEROSCLEROSIS,29
2011,NON-HISPANIC WHITE,MALE,BENIGN AND UNCERTAIN NEOPLASMS,76
2011,NON-HISPANIC WHITE,MALE,CEREBROVASCULAR DISEASE,290
2011,NON-HISPANIC WHITE,MALE,CHRONIC LIVER DISEASE AND CIRRHOSIS,127
2011,NON-HISPANIC WHITE,MALE,CHRONIC LOWER RESPIRATORY DISEASES,444
2011,NON-HISPANIC WHITE,MALE,"CONGENITAL MALFORMATIONS,DEFORMATIONS",55
2011,NON-HISPANIC WHITE,MALE,DIABETES MELLITUS,258
2011,NON-HISPANIC WHITE,MALE,DISEASES OF HEART,4220
2011,NON-HISPANIC WHITE,MALE,ESSENTIAL HYPERTENSION AND RENAL DISEASES,142
2011,NON-HISPANIC WHITE,MALE,HUMAN IMMUNODEFICIENCY VIRUS DISEASE,75
2011,NON-HISPANIC WHITE,MALE,INFLUENZA AND PNEUMONIA,646
2011,NON-HISPANIC WHITE,MALE,INTENTIONAL SELF-HARM (SUICIDE),177
2011,NON-HISPANIC WHITE,MALE,MALIGNANT NEOPLASMS,3222
2011,NON-HISPANIC WHITE,MALE,MENTAL DISORDERS DUE TO USE OF ALCOHOL,60
2011,NON-HISPANIC WHITE,MALE,"NEPHRITIS, NEPHROTIC SYNDROME AND NEPHROSIS",89
2011,NON-HISPANIC WHITE,MALE,PARKINSONS DISEASE,77
2011,NON-HISPANIC WHITE,MALE,PEPTIC ULCER,21
2011,NON-HISPANIC WHITE,MALE,PSYCH. SUBSTANCE USE & ACCIDENTAL DRUG POISONING,254
2011,NON-HISPANIC WHITE,MALE,SEPTICEMIA,75
2011,NON-HISPANIC WHITE,MALE,SHORT GESTATION/LBW,15
2011,NON-HISPANIC WHITE,MALE,VIRAL HEPATITIS,76
2011,ASIAN & PACIFIC ISLANDER,FEMALE,ACCIDENTS EXCEPT DRUG POISONING,44
2011,ASIAN & PACIFIC ISLANDER,FEMALE,ALZHEIMERS DISEASE,24
2011,ASIAN & PACIFIC ISLANDER,FEMALE,ANEMIAS,5
2011,ASIAN & PACIFIC ISLANDER,FEMALE,ASSAULT (HOMICIDE),6
2011,ASIAN & PACIFIC ISLANDER,FEMALE,BENIGN AND UNCERTAIN NEOPLASMS,11
2011,ASIAN & PACIFIC ISLANDER,FEMALE,CEREBROVASCULAR DISEASE,98
2011,ASIAN & PACIFIC ISLANDER,FEMALE,CHOLELITHIASIS AND DISORDERS OF GALLBLADDER,6
2011,ASIAN & PACIFIC ISLANDER,FEMALE,CHRONIC LIVER DISEASE AND CIRRHOSIS,10
2011,ASIAN & PACIFIC ISLANDER,FEMALE,CHRONIC LOWER RESPIRATORY DISEASES,30
2011,ASIAN & PACIFIC ISLANDER,FEMALE,"CONGENITAL MALFORMATIONS,DEFORMATIONS",7
2011,ASIAN & PACIFIC ISLANDER,FEMALE,DIABETES MELLITUS,51
2011,ASIAN & PACIFIC ISLANDER,FEMALE,DISEASES OF HEART,402
2011,ASIAN & PACIFIC ISLANDER,FEMALE,ESSENTIAL HYPERTENSION AND RENAL DISEASES,46
2011,ASIAN & PACIFIC ISLANDER,FEMALE,INFLUENZA AND PNEUMONIA,84
2011,ASIAN & PACIFIC ISLANDER,FEMALE,INTENTIONAL SELF-HARM (SUICIDE),23
2011,ASIAN & PACIFIC ISLANDER,FEMALE,MALIGNANT NEOPLASMS,454
2011,ASIAN & PACIFIC ISLANDER,FEMALE,"NEPHRITIS, NEPHROTIC SYNDROME AND NEPHROSIS",18
2011,ASIAN & PACIFIC ISLANDER,FEMALE,PARKINSONS DISEASE,5
2011,ASIAN & PACIFIC ISLANDER,FEMALE,SEPTICEMIA,11
2011,ASIAN & PACIFIC ISLANDER,FEMALE,VIRAL HEPATITIS,6
2011,ASIAN & PACIFIC ISLANDER,MALE,ACCIDENTS EXCEPT DRUG POISONING,61
2011,ASIAN & PACIFIC ISLANDER,MALE,ALZHEIMERS DISEASE,18
2011,ASIAN & PACIFIC ISLANDER,MALE,AORTIC ANEURYSM AND DISSECTION,6
2011,ASIAN & PACIFIC ISLANDER,MALE,ASSAULT (HOMICIDE),9
2011,ASIAN & PACIFIC ISLANDER,MALE,ATHEROSCLEROSIS,6
2011,ASIAN & PACIFIC ISLANDER,MALE,BENIGN AND UNCERTAIN NEOPLASMS,11
2011,ASIAN & PACIFIC ISLANDER,MALE,CEREBROVASCULAR DISEASE,79
2011,ASIAN & PACIFIC ISLANDER,MALE,CHRONIC LIVER DISEASE AND CIRRHOSIS,15
2011,ASIAN & PACIFIC ISLANDER,MALE,CHRONIC LOWER RESPIRATORY DISEASES,73
2011,ASIAN & PACIFIC ISLANDER,MALE,"CONGENITAL MALFORMATIONS,DEFORMATIONS",13
2011,ASIAN & PACIFIC ISLANDER,MALE,DIABETES MELLITUS,60
2011,ASIAN & PACIFIC ISLANDER,MALE,DISEASES OF HEART,452
2011,ASIAN & PACIFIC ISLANDER,MALE,ESSENTIAL HYPERTENSION AND RENAL DISEASES,37
2011,ASIAN & PACIFIC ISLANDER,MALE,INFLUENZA AND PNEUMONIA,94
2011,ASIAN & PACIFIC ISLANDER,MALE,INTENTIONAL SELF-HARM (SUICIDE),50
2011,ASIAN & PACIFIC ISLANDER,MALE,MALIGNANT NEOPLASMS,550
2011,ASIAN & PACIFIC ISLANDER,MALE,MENTAL DISORDERS DUE TO USE OF ALCOHOL,11
2011,ASIAN & PACIFIC ISLANDER,MALE,"NEPHRITIS, NEPHROTIC SYNDROME AND NEPHROSIS",17
2011,ASIAN & PACIFIC ISLANDER,MALE,PARKINSONS DISEASE,11
2011,ASIAN & PACIFIC ISLANDER,MALE,PSYCH. SUBSTANCE USE & ACCIDENTAL DRUG POISONING,5
2011,ASIAN & PACIFIC ISLANDER,MALE,SEPTICEMIA,15
2011,ASIAN & PACIFIC ISLANDER,MALE,SHORT GESTATION/LBW,5
2011,ASIAN & PACIFIC ISLANDER,MALE,TUBERCULOSIS,10
2011,ASIAN & PACIFIC ISLANDER,MALE,VIRAL HEPATITIS,16
2011,HISPANIC,FEMALE,ACCIDENTS EXCEPT DRUG POISONING,52
2011,HISPANIC,FEMALE,ALZHEIMERS DISEASE,90
2011,HISPANIC,FEMALE,AORTIC ANEURYSM AND DISSECTION,12
2011,HISPANIC,FEMALE,ASSAULT (HOMICIDE),20
2011,HISPANIC,FEMALE,ATHEROSCLEROSIS,15
2011,HISPANIC,FEMALE,BENIGN AND UNCERTAIN NEOPLASMS,17
2011,HISPANIC,FEMALE,CARDIOVASCULAR DISORDERS IN PERINATAL PERIOD,8
2011,HISPANIC,FEMALE,CEREBROVASCULAR DISEASE,179
2011,HISPANIC,FEMALE,CHRONIC LIVER DISEASE AND CIRRHOSIS,39
2011,HISPANIC,FEMALE,CHRONIC LOWER RESPIRATORY DISEASES,156
2011,HISPANIC,FEMALE,"CONGENITAL MALFORMATIONS,DEFORMATIONS",21
2011,HISPANIC,FEMALE,DIABETES MELLITUS,196
2011,HISPANIC,FEMALE,DISEASES OF HEART,1348
2011,HISPANIC,FEMALE,ESSENTIAL HYPERTENSION AND RENAL DISEASES,83
2011,HISPANIC,FEMALE,HUMAN IMMUNODEFICIENCY VIRUS DISEASE,70
2011,HISPANIC,FEMALE,INFLUENZA AND PNEUMONIA,218
2011,HISPANIC,FEMALE,INTENTIONAL SELF-HARM (SUICIDE),21
2011,HISPANIC,FEMALE,MALIGNANT NEOPLASMS,1085
2011,HISPANIC,FEMALE,"NEPHRITIS, NEPHROTIC SYNDROME AND NEPHROSIS",42
2011,HISPANIC,FEMALE,PARKINSONS DISEASE,16
2011,HISPANIC,FEMALE,"PREGNANCY, CHILDBIRTH AND THE PUERPERIUM",12
2011,HISPANIC,FEMALE,PSYCH. SUBSTANCE USE & ACCIDENTAL DRUG POISONING,56
2011,HISPANIC,FEMALE,SEPTICEMIA,42
2011,HISPANIC,FEMALE,SHORT GESTATION/LBW,16
2011,HISPANIC,FEMALE,VIRAL HEPATITIS,39
2011,HISPANIC,MALE,ACCIDENTS EXCEPT DRUG POISONING,180
2011,HISPANIC,MALE,ALZHEIMERS DISEASE,38
2011,HISPANIC,MALE,ANEMIAS,10
2011,HISPANIC,MALE,AORTIC ANEURYSM AND DISSECTION,20
2011,HISPANIC,MALE,ASSAULT (HOMICIDE),115
2011,HISPANIC,MALE,BENIGN AND UNCERTAIN NEOPLASMS,18
2011,HISPANIC,MALE,CEREBROVASCULAR DISEASE,147
2011,HISPANIC,MALE,CHRONIC LIVER DISEASE AND CIRRHOSIS,167
2011,HISPANIC,MALE,CHRONIC LOWER RESPIRATORY DISEASES,124
2011,HISPANIC,MALE,"CONGENITAL MALFORMATIONS,DEFORMATIONS",37
2011,HISPANIC,MALE,DIABETES MELLITUS,200
2011,HISPANIC,MALE,DISEASES OF HEART,1201
2011,HISPANIC,MALE,ESSENTIAL HYPERTENSION AND RENAL DISEASES,69
2011,HISPANIC,MALE,HUMAN IMMUNODEFICIENCY VIRUS DISEASE,162
2011,HISPANIC,MALE,INFLUENZA AND PNEUMONIA,209
2011,HISPANIC,MALE,INTENTIONAL SELF-HARM (SUICIDE),93
2011,HISPANIC,MALE,MALIGNANT NEOPLASMS,1144
2011,HISPANIC,MALE,MENTAL DISORDERS DUE TO USE OF ALCOHOL,48
2011,HISPANIC,MALE,"NEPHRITIS, NEPHROTIC SYNDROME AND NEPHROSIS",44
2011,HISPANIC,MALE,PARKINSONS DISEASE,21
2011,HISPANIC,MALE,PEPTIC ULCER,9
2011,HISPANIC,MALE,PSYCH. SUBSTANCE USE & ACCIDENTAL DRUG POISONING,145
2011,HISPANIC,MALE,SEPTICEMIA,40
2011,HISPANIC,MALE,SHORT GESTATION/LBW,12
2011,HISPANIC,MALE,VIRAL HEPATITIS,105
2011,NON-HISPANIC BLACK,FEMALE,ACCIDENTS EXCEPT DRUG POISONING,76
2011,NON-HISPANIC BLACK,FEMALE,ALZHEIMERS DISEASE,90
2011,NON-HISPANIC BLACK,FEMALE,ANEMIAS,13
2011,NON-HISPANIC BLACK,FEMALE,AORTIC ANEURYSM AND DISSECTION,19
2011,NON-HISPANIC BLACK,FEMALE,ASSAULT (HOMICIDE),52
2011,NON-HISPANIC BLACK,FEMALE,ATHEROSCLEROSIS,20
2011,NON-HISPANIC BLACK,FEMALE,BENIGN AND UNCERTAIN NEOPLASMS,41
2011,NON-HISPANIC BLACK,FEMALE,CARDIOVASCULAR DISORDERS IN PERINATAL PERIOD,16
2011,NON-HISPANIC BLACK,FEMALE,CEREBROVASCULAR DISEASE,281
2011,NON-HISPANIC BLACK,FEMALE,CHRONIC LIVER DISEASE AND CIRRHOSIS,39
2011,NON-HISPANIC BLACK,FEMALE,CHRONIC LOWER RESPIRATORY DISEASES,221
2011,NON-HISPANIC BLACK,FEMALE,"CONGENITAL MALFORMATIONS,DEFORMATIONS",29
2011,NON-HISPANIC BLACK,FEMALE,DIABETES MELLITUS,410
2011,NON-HISPANIC BLACK,FEMALE,DISEASES OF HEART,2243
2011,NON-HISPANIC BLACK,FEMALE,ESSENTIAL HYPERTENSION AND RENAL DISEASES,225
2011,NON-HISPANIC BLACK,FEMALE,HUMAN IMMUNODEFICIENCY VIRUS DISEASE,144
2011,NON-HISPANIC BLACK,FEMALE,INFLUENZA AND PNEUMONIA,273
2011,NON-HISPANIC BLACK,FEMALE,MALIGNANT NEOPLASMS,1918
2011,NON-HISPANIC BLACK,FEMALE,MENTAL DISORDERS DUE TO USE OF ALCOHOL,17
2011,NON-HISPANIC BLACK,FEMALE,"NEPHRITIS, NEPHROTIC SYNDROME AND NEPHROSIS",83
2011,NON-HISPANIC BLACK,FEMALE,PEPTIC ULCER,22
2011,NON-HISPANIC BLACK,FEMALE,"PREGNANCY, CHILDBIRTH AND THE PUERPERIUM",13
2011,NON-HISPANIC BLACK,FEMALE,PSYCH. SUBSTANCE USE & ACCIDENTAL DRUG POISONING,65
2011,NON-HISPANIC BLACK,FEMALE,SEPTICEMIA,52
2011,NON-HISPANIC BLACK,FEMALE,SHORT GESTATION/LBW,27
2011,NON-HISPANIC BLACK,FEMALE,VIRAL HEPATITIS,33
2011,NON-HISPANIC BLACK,MALE,ACCIDENTS EXCEPT DRUG POISONING,133
2011,NON-HISPANIC BLACK,MALE,ALZHEIMERS DISEASE,39
2011,NON-HISPANIC BLACK,MALE,ANEMIAS,24
2011,NON-HISPANIC BLACK,MALE,AORTIC ANEURYSM AND DISSECTION,29
2011,NON-HISPANIC BLACK,MALE,ASSAULT (HOMICIDE),266
2011,NON-HISPANIC BLACK,MALE,ATHEROSCLEROSIS,15
2011,NON-HISPANIC BLACK,MALE,BENIGN AND UNCERTAIN NEOPLASMS,16
2011,NON-HISPANIC BLACK,MALE,CEREBROVASCULAR DISEASE,200
2011,NON-HISPANIC BLACK,MALE,CHRONIC LIVER DISEASE AND CIRRHOSIS,66
2011,NON-HISPANIC BLACK,MALE,CHRONIC LOWER RESPIRATORY DISEASES,200
2011,NON-HISPANIC BLACK,MALE,"CONGENITAL MALFORMATIONS,DEFORMATIONS",31
2011,NON-HISPANIC BLACK,MALE,DIABETES MELLITUS,307
2011,NON-HISPANIC BLACK,MALE,DISEASES OF HEART,1840
2011,NON-HISPANIC BLACK,MALE,ESSENTIAL HYPERTENSION AND RENAL DISEASES,154
2011,NON-HISPANIC BLACK,MALE,HUMAN IMMUNODEFICIENCY VIRUS DISEASE,277
2011,NON-HISPANIC BLACK,MALE,INFLUENZA AND PNEUMONIA,243
2011,NON-HISPANIC BLACK,MALE,INTENTIONAL SELF-HARM (SUICIDE),53
2011,NON-HISPANIC BLACK,MALE,MALIGNANT NEOPLASMS,1590
2011,NON-HISPANIC BLACK,MALE,MENTAL DISORDERS DUE TO USE OF ALCOHOL,45
2011,NON-HISPANIC BLACK,MALE,"NEPHRITIS, NEPHROTIC SYNDROME AND NEPHROSIS",76
2011,NON-HISPANIC BLACK,MALE,PEPTIC ULCER,18
2011,NON-HISPANIC BLACK,MALE,PSYCH. SUBSTANCE USE & ACCIDENTAL DRUG POISONING,135
2011,NON-HISPANIC BLACK,MALE,SEPTICEMIA,54
2011,NON-HISPANIC BLACK,MALE,SHORT GESTATION/LBW,17
2011,NON-HISPANIC BLACK,MALE,VIRAL HEPATITIS,56
2011,NON-HISPANIC WHITE,FEMALE,ACCIDENTS EXCEPT DRUG POISONING,184
2011,NON-HISPANIC WHITE,FEMALE,ALZHEIMERS DISEASE,231
2011,NON-HISPANIC WHITE,FEMALE,ANEMIAS,15
2011,NON-HISPANIC WHITE,FEMALE,AORTIC ANEURYSM AND DISSECTION,27
2011,NON-HISPANIC WHITE,FEMALE,ASSAULT (HOMICIDE),20
2011,NON-HISPANIC WHITE,FEMALE,ATHEROSCLEROSIS,58
2011,NON-HISPANIC WHITE,FEMALE,BENIGN AND UNCERTAIN NEOPLASMS,73
2011,NON-HISPANIC WHITE,FEMALE,CEREBROVASCULAR DISEASE,466
2011,NON-HISPANIC WHITE,FEMALE,CHOLELITHIASIS AND DISORDERS OF GALLBLADDER,15
2011,NON-HISPANIC WHITE,FEMALE,CHRONIC LIVER DISEASE AND CIRRHOSIS,79
2011,NON-HISPANIC WHITE,FEMALE,CHRONIC LOWER RESPIRATORY DISEASES,510
2011,NON-HISPANIC WHITE,FEMALE,"CONGENITAL MALFORMATIONS,DEFORMATIONS",39
2011,NON-HISPANIC WHITE,FEMALE,DIABETES MELLITUS,253
2011,NON-HISPANIC WHITE,FEMALE,DISEASES OF HEART,5016
2011,NON-HISPANIC WHITE,FEMALE,ESSENTIAL HYPERTENSION AND RENAL DISEASES,199
2011,NON-HISPANIC WHITE,FEMALE,HUMAN IMMUNODEFICIENCY VIRUS DISEASE,19
2011,NON-HISPANIC WHITE,FEMALE,INFLUENZA AND PNEUMONIA,696
2011,NON-HISPANIC WHITE,FEMALE,INTENTIONAL SELF-HARM (SUICIDE),68
2011,NON-HISPANIC WHITE,FEMALE,MALIGNANT NEOPLASMS,3373
2011,NON-HISPANIC WHITE,FEMALE,MENTAL DISORDERS DUE TO USE OF ALCOHOL,19
2011,NON-HISPANIC WHITE,FEMALE,"NEPHRITIS, NEPHROTIC SYNDROME AND NEPHROSIS",76
2011,NON-HISPANIC WHITE,FEMALE,PARKINSONS DISEASE,55
2011,NON-HISPANIC WHITE,FEMALE,PEPTIC ULCER,24
2011,NON-HISPANIC WHITE,FEMALE,PSYCH. SUBSTANCE USE & ACCIDENTAL DRUG POISONING,88
2011,NON-HISPANIC WHITE,FEMALE,SEPTICEMIA,86
2011,NON-HISPANIC WHITE,FEMALE,VIRAL HEPATITIS,32
2011,NON-HISPANIC WHITE,MALE,ACCIDENTS EXCEPT DRUG POISONING,272
2011,NON-HISPANIC WHITE,MALE,ALZHEIMERS DISEASE,89
2011,NON-HISPANIC WHITE,MALE,AORTIC ANEURYSM AND DISSECTION,44
2011,NON-HISPANIC WHITE,MALE,ASSAULT (HOMICIDE),33
2011,NON-HISPANIC WHITE,MALE,ATHEROSCLEROSIS,29
2011,NON-HISPANIC WHITE,MALE,BENIGN AND UNCERTAIN NEOPLASMS,76
2011,NON-HISPANIC WHITE,MALE,CEREBROVASCULAR DISEASE,290
2011,NON-HISPANIC WHITE,MALE,CHRONIC LIVER DISEASE AND CIRRHOSIS,127
2011,NON-HISPANIC WHITE,MALE,CHRONIC LOWER RESPIRATORY DISEASES,444
2011,NON-HISPANIC WHITE,MALE,"CONGENITAL MALFORMATIONS,DEFORMATIONS",55
2011,NON-HISPANIC WHITE,MALE,DIABETES MELLITUS,258
2011,NON-HISPANIC WHITE,MALE,DISEASES OF HEART,4220
2011,NON-HISPANIC WHITE,MALE,ESSENTIAL HYPERTENSION AND RENAL DISEASES,142
2011,NON-HISPANIC WHITE,MALE,HUMAN IMMUNODEFICIENCY VIRUS DISEASE,75
2011,NON-HISPANIC WHITE,MALE,INFLUENZA AND PNEUMONIA,646
2011,NON-HISPANIC WHITE,MALE,INTENTIONAL SELF-HARM (SUICIDE),177
2011,NON-HISPANIC WHITE,MALE,MALIGNANT NEOPLASMS,3222
2011,NON-HISPANIC WHITE,MALE,MENTAL DISORDERS DUE TO USE OF ALCOHOL,60
